i_epi,Horizon,accu_rewards,time_elipse,loss
83,693,126.0,22.105503702163695,0.6620945334434509
84,953,378.0,22.40208701292674,0.7766677141189575
85,877,294.0,22.736303702990213,0.7107311487197876
86,912,294.0,23.04645368655523,0.6992546916007996
87,840,315.0,23.347153675556182,0.6716089248657227
88,877,273.0,23.637087055047353,0.635500967502594
89,871,189.0,23.939270357290905,0.6225511431694031
90,896,294.0,24.25482033888499,0.6528925895690918
91,711,210.0,24.5424036860466,0.6061009168624878
92,549,126.0,24.763770349820454,0.6330236196517944
93,807,336.0,24.999903678894043,0.696067750453949
94,799,210.0,25.27293702761332,0.6339309215545654
95,736,252.0,25.532503672440846,0.7147800326347351
96,822,189.0,25.79697033961614,0.6611064672470093
97,757,189.0,26.06788703203201,0.6754885315895081
98,637,168.0,26.310687033335366,0.6974989175796509
99,699,210.0,26.534487048784893,0.7094876170158386
100,838,315.0,26.793270349502563,0.7704687118530273
101,919,273.0,27.100587006409963,0.7034472227096558
102,893,231.0,27.43361213604609,0.6835191249847412
103,915,210.0,27.74699547290802,0.6407365202903748
104,563,189.0,28.012678833802543,0.6924148797988892
105,776,189.0,28.24597881237666,0.6499425172805786
106,927,210.0,28.540062141418456,0.6367121934890747
107,770,168.0,28.84206213156382,0.6239269971847534
108,502,210.0,29.069245505332947,0.6788058280944824
109,472,189.0,29.23076214790344,0.6901562213897705
110,777,147.0,29.440345482031503,0.6842765212059021
111,902,210.0,29.727195461591084,0.6882219314575195
112,898,273.0,30.04201213916143,0.6916451454162598
113,978,231.0,30.38619547287623,0.6799420118331909
114,958,252.0,30.733928815523782,0.7017266750335693
115,1037,420.0,31.103345481554665,0.7210131883621216
116,622,210.0,31.423562145233156,0.6772270798683167
117,814,294.0,31.671912189324697,0.693520724773407
118,642,210.0,31.920695491631825,0.6782185435295105
119,793,315.0,32.16637882788976,0.6450936794281006
120,449,84.0,32.37466212908427,0.625128448009491
121,834,336.0,32.58799549738566,0.6392741799354553
122,932,294.0,32.90528553326924,0.6798248887062073
123,803,273.0,33.226418880621594,0.6724936366081238
124,949,336.0,33.528285562992096,0.6870893239974976
125,851,273.0,33.85080219507218,0.683082640171051
126,913,357.0,34.154702202479044,0.6949957013130188
127,643,168.0,34.425468893845874,0.629104733467102
128,872,315.0,34.68813554445902,0.7183306813240051
129,732,252.0,34.956252205371854,0.7508584856987
130,823,189.0,35.21908551851909,0.6833627820014954
131,696,126.0,35.472502207756044,0.6624348759651184
132,489,147.0,35.67170219818751,0.6733593344688416
133,638,252.0,35.85878552595774,0.7363458275794983
134,701,252.0,36.088818868001304,0.7220442891120911
135,1001,441.0,36.39926886955897,0.734048068523407
136,632,252.0,36.693402194976805,0.6788409948348999
137,722,168.0,36.92200219631195,0.6609284281730652
138,855,399.0,37.1923521955808,0.6872925758361816
139,875,210.0,37.48609411716461,0.6299111247062683
140,623,105.0,37.738860766092934,0.618059515953064
141,807,189.0,37.9832940975825,0.622586190700531
142,848,273.0,38.2684774518013,0.6599617600440979
143,756,210.0,38.537660813331605,0.6577212810516357
144,530,210.0,38.753444119294485,0.6711935997009277
145,685,231.0,38.95507745345434,0.6737285852432251
146,461,189.0,39.150994149843854,0.7008835673332214
147,701,315.0,39.34429412682851,0.7211506366729736
148,665,210.0,39.57307747602463,0.6966129541397095
149,812,357.0,39.82226076523463,0.744060218334198
150,729,273.0,40.085160783926646,0.7284958362579346
151,900,336.0,40.37036078373591,0.7548840045928955
152,440,147.0,40.60549412171046,0.7392916679382324
153,701,189.0,40.795944114526115,0.7170104384422302
154,680,168.0,41.02814410527547,0.7082427740097046
155,859,357.0,41.292360758781435,0.7010660171508789
156,794,210.0,41.582860787709556,0.6680780053138733
157,676,210.0,41.82992747227351,0.6437855362892151
158,609,273.0,42.05062744220098,0.688450276851654
159,737,168.0,42.27697743972143,0.6005754470825195
160,850,315.0,42.55242743889491,0.6554074287414551
161,866,273.0,42.85677748123805,0.6448376178741455
162,839,189.0,43.154460783799486,0.6228931546211243
163,829,294.0,43.43561078707377,0.6363233923912048
164,791,231.0,43.70864415168762,0.6441625356674194
165,827,231.0,43.9820774435997,0.6632567048072815
166,417,63.0,44.19666080474853,0.6648685336112976
167,670,147.0,44.37627746661504,0.6963828206062317
168,845,273.0,44.63136082490285,0.7536045908927917
169,838,189.0,44.91644412279129,0.7005795240402222
170,911,294.0,45.23419411579768,0.7300092577934265
171,437,105.0,45.48067746162415,0.6850140690803528
172,808,294.0,45.69444411198298,0.7500101923942566
173,799,189.0,45.97391077677409,0.6591218709945679
174,656,231.0,46.23087746302287,0.7141030430793762
175,599,189.0,46.452844095230105,0.7175328731536865
176,892,210.0,46.71299412250519,0.6592980623245239
177,604,273.0,46.98124412298203,0.7404290437698364
178,468,210.0,47.17072746356328,0.7885938882827759
179,1141,441.0,47.48362768491109,0.7405990958213806
180,682,231.0,47.840944337844846,0.7388569712638855
181,811,231.0,48.11606951157252,0.7119429111480713
182,949,231.0,48.442774871985115,0.7056007385253906
183,762,168.0,48.7585812886556,0.7154361605644226
184,903,315.0,49.07816199461619,0.7408088445663452
185,572,189.0,49.388943286736804,0.7452573776245117
186,763,210.0,49.644319299856825,0.753922700881958
187,744,252.0,49.92180637915929,0.762447714805603
188,631,189.0,50.18147089878718,0.7222978472709656
189,822,294.0,50.45801235040029,0.7414926290512085
190,349,126.0,50.68283910751343,0.7609316110610962
191,658,210.0,50.8657964348793,0.7282804846763611
192,926,231.0,51.18620093663534,0.689453661441803
193,459,105.0,51.458997734387715,0.657166063785553
194,639,210.0,51.65939485629399,0.7460427284240723
195,609,126.0,51.889228117465976,0.675879955291748
196,554,189.0,52.108466231822966,0.7182438969612122
197,918,294.0,52.38365429639816,0.6935930252075195
198,807,273.0,52.728096930185956,0.7000181674957275
199,930,189.0,53.05769891738892,0.6449475884437561
200,545,147.0,53.3493336280187,0.6447637677192688
201,618,231.0,53.55887752374013,0.707059919834137
202,871,294.0,53.837393860022225,0.6875973343849182
203,540,147.0,54.12699207464854,0.6424479484558105
204,598,168.0,54.33439975579579,0.6812037825584412
205,912,252.0,54.61731121142705,0.64775151014328
206,837,252.0,54.95870802005132,0.6555764079093933
207,554,210.0,55.218174397945404,0.7307266592979431
208,761,273.0,55.45902434190114,0.7226374745368958
209,768,189.0,55.73940182526906,0.6567160487174988
210,883,273.0,56.04655370314916,0.7232410907745361
211,919,336.0,56.405130632718404,0.7450318932533264
212,797,147.0,56.73901663223902,0.6870826482772827
213,678,189.0,57.01385645071665,0.7079232931137085
214,828,252.0,57.2959716796875,0.7605960965156555
215,840,357.0,57.611044919490816,0.7763347625732422
216,429,189.0,57.85216936270396,0.7436566352844238
217,945,252.0,58.131161483128864,0.6781960725784302
218,877,252.0,58.520928955078126,0.6710546016693115
219,912,210.0,58.877559141318,0.6406041383743286
220,891,273.0,59.25516644318898,0.6537575125694275
221,711,189.0,59.56451233625412,0.6496720910072327
222,868,210.0,59.885269514719646,0.6350989937782288
223,1001,357.0,60.37182740767797,0.7019336819648743
224,843,189.0,60.82103498776754,0.6770390868186951
225,506,189.0,61.12035513718923,0.7470417022705078
226,822,252.0,61.40096351305644,0.686853289604187
227,735,189.0,61.74835563898087,0.6676319241523743
228,900,315.0,62.11051584482193,0.6833865642547607
229,702,189.0,62.46646779378255,0.6961618065834045
230,606,252.0,62.72802952925364,0.7053589820861816
231,918,189.0,63.061121344566345,0.666181206703186
232,595,168.0,63.39314682881037,0.7266525626182556
233,914,315.0,63.75115964810053,0.7310774922370911
234,841,189.0,64.1724169254303,0.6787726283073425
235,960,252.0,64.63757040103276,0.7023493051528931
236,910,336.0,65.14297666152318,0.7251983880996704
237,1041,273.0,65.63261377414068,0.7028919458389282
238,469,105.0,66.00210284789404,0.7372915148735046
239,920,231.0,66.31719006299973,0.7136335968971252
240,1001,210.0,66.78082171678543,0.6818439364433289
241,711,189.0,67.19484061002731,0.7145599722862244
242,599,231.0,67.48972250620524,0.7824555039405823
243,910,315.0,67.83083566824595,0.7599316835403442
244,839,294.0,68.2447405497233,0.729101836681366
245,645,252.0,68.56237410704294,0.738905131816864
246,599,189.0,68.83705565532048,0.7480413913726807
247,897,357.0,69.16886111100514,0.7555527687072754
248,936,357.0,69.5874686439832,0.7474496960639954
249,660,168.0,69.96030555168788,0.7006319165229797
250,787,210.0,70.27259491682052,0.6654947996139526
251,880,294.0,70.6374393939972,0.6552798748016357
252,508,63.0,70.94917045036952,0.5304513573646545
253,686,210.0,71.2106978058815,0.5907381176948547
254,735,210.0,71.50283469756444,0.6289558410644531
255,854,231.0,71.83761165142059,0.6508418917655945
256,656,189.0,72.16731907526652,0.6820474863052368
257,767,336.0,72.46205422083537,0.6906635761260986
258,601,168.0,72.7554665962855,0.632187008857727
259,614,147.0,73.01688887675603,0.6473363637924194
260,701,231.0,73.30364971955618,0.6556971073150635
261,705,273.0,73.60249256292978,0.6974711418151855
262,592,147.0,73.8803113301595,0.6552973389625549
263,642,189.0,74.14841637611389,0.7148575186729431
264,454,84.0,74.3823719938596,0.6901560425758362
265,747,189.0,74.63329941431681,0.7064627408981323
266,451,105.0,74.89144676526388,0.7294134497642517
267,647,210.0,75.12881652116775,0.689764678478241
268,969,336.0,75.49935326576232,0.7211757898330688
269,936,231.0,75.9646756609281,0.674696683883667
270,873,399.0,76.41408901611963,0.7485315203666687
271,595,210.0,76.75559845765432,0.7209452390670776
272,784,252.0,77.05667772293091,0.7114961743354797
273,929,420.0,77.4478611866633,0.7554102540016174
274,694,252.0,77.82315068244934,0.740811288356781
275,800,252.0,78.15063817501068,0.740202009677887
276,1092,294.0,78.60894201199214,0.7131800651550293
277,475,189.0,78.98348459800084,0.7624717354774475
278,666,189.0,79.24475293954214,0.7247682213783264
279,845,231.0,79.56397691170375,0.6968828439712524
280,913,399.0,79.97136666377385,0.7340351343154907
281,672,189.0,80.33284637530645,0.6781220436096191
282,631,231.0,80.60584557453791,0.710682213306427
283,774,315.0,80.89948628346126,0.7386438250541687
284,772,189.0,81.2244113167127,0.6636842489242554
285,934,357.0,81.59055838187535,0.725628674030304
286,908,231.0,82.00979894399643,0.690651535987854
287,956,357.0,82.44094391266505,0.7232972383499146
288,868,273.0,82.8505915482839,0.6843059062957764
289,517,189.0,83.15548899571101,0.7612622380256653
290,806,189.0,83.42682597239812,0.6712924242019653
291,578,210.0,83.71376655499141,0.7244125604629517
292,683,168.0,83.97020082871119,0.6610201597213745
293,589,231.0,84.23956973552704,0.7344092726707458
294,938,399.0,84.56780240535736,0.7382083535194397
295,740,210.0,84.93393060366313,0.6937739253044128
296,812,336.0,85.26224146286647,0.720514178276062
297,992,336.0,85.65323166052501,0.6992995738983154
298,864,315.0,86.07206935485205,0.7182827591896057
299,845,189.0,86.45678530931472,0.6629917621612549
300,898,336.0,86.83518970410029,0.7174753546714783
301,636,231.0,87.17518637975057,0.6855228543281555
302,969,399.0,87.52862615585327,0.7354384660720825
303,684,252.0,87.89489494562149,0.7050953507423401
304,637,189.0,88.17163215080897,0.6636819243431091
305,911,210.0,88.50140941143036,0.6304373145103455
306,1032,378.0,88.96752760807674,0.7020254731178284
307,683,231.0,89.36580449740092,0.6985901594161987
308,847,210.0,89.67414126396179,0.6752435564994812
309,885,273.0,90.04141333500544,0.7154437303543091
310,638,210.0,90.36897790034612,0.7322439551353455
311,718,210.0,90.64383107423782,0.6988632678985596
312,809,189.0,90.96312998533249,0.7350749969482422
313,448,168.0,91.24177774588267,0.7381631731987
314,790,189.0,91.50051646629969,0.7392148375511169
315,839,189.0,91.83730773925781,0.7591647505760193
316,785,231.0,92.17776551644008,0.782585084438324
317,514,252.0,92.44539358615876,0.850563645362854
318,833,294.0,92.72550050417583,0.7850598096847534
319,951,273.0,93.11776564518611,0.7535911202430725
320,922,315.0,93.53459691206614,0.7657623887062073
321,876,336.0,93.94152038097381,0.7716041207313538
322,866,273.0,94.33298885027567,0.7237937450408936
323,832,231.0,94.69753389755884,0.7140346169471741
324,767,231.0,95.04188512961069,0.700350821018219
325,634,189.0,95.34268290201823,0.6544989347457886
326,419,126.0,95.56100621620814,0.6972882151603699
327,858,231.0,95.82851243813833,0.6864891648292542
328,916,294.0,96.22384224732717,0.6563111543655396
329,747,315.0,96.59262977441152,0.7077143788337708
330,675,189.0,96.88247978289922,0.6323301792144775
331,751,210.0,97.19493317206701,0.6463383436203003
332,723,252.0,97.48819906711579,0.691387951374054
333,730,189.0,97.78947463432948,0.6314680576324463
334,1002,231.0,98.1842224796613,0.6496562361717224
335,815,168.0,98.6122353553772,0.6273044347763062
336,631,252.0,98.90213091373444,0.7258061170578003
337,929,294.0,99.22722075382869,0.7012194395065308
338,642,231.0,99.54909948905309,0.7267904877662659
339,879,399.0,99.8602390607198,0.7943703532218933
340,605,168.0,100.17447349627813,0.7233352065086365
341,764,147.0,100.44168915351231,0.6894049644470215
342,625,126.0,100.7150618036588,0.6950957179069519
343,673,273.0,100.96635049184164,0.7813236117362976
344,838,189.0,101.27912842830023,0.7101830840110779
345,626,147.0,101.57474514643351,0.6731976866722107
346,772,315.0,101.84519061644872,0.7342878580093384
347,597,126.0,102.12152495781581,0.6398041844367981
348,991,336.0,102.45098014672597,0.723712146282196
349,986,462.0,102.89615658124288,0.7334168553352356
350,689,189.0,103.26986389954885,0.624494731426239
351,726,252.0,103.55047875642776,0.6726630926132202
352,685,210.0,103.83751556475957,0.6255407333374023
353,628,189.0,104.09941943883896,0.6108832955360413
354,429,105.0,104.3081264257431,0.5981327295303345
355,960,294.0,104.59470933675766,0.6589714288711548
356,739,315.0,104.95473593870798,0.6950587034225464
357,652,189.0,105.23317706187567,0.6227718591690063
358,708,189.0,105.4981351296107,0.6564940214157104
359,452,147.0,105.7248022754987,0.7053380608558655
360,649,231.0,105.93708916107813,0.7332138419151306
361,861,231.0,106.24477684895197,0.7298663258552551
362,868,210.0,106.60629436572393,0.7013285160064697
363,616,105.0,106.90709388653437,0.7039425373077393
364,846,231.0,107.20823605060578,0.7231592535972595
365,785,273.0,107.53540402253469,0.780951201915741
366,892,231.0,107.87961479425431,0.7407897710800171
367,849,189.0,108.25399710337321,0.7344970703125
368,593,168.0,108.54001951217651,0.77837073802948
369,806,399.0,108.8138240257899,0.7972829937934875
370,628,189.0,109.09868819713593,0.7461342811584473
371,484,168.0,109.3215758005778,0.712368369102478
372,678,210.0,109.54144289890925,0.6608569025993347
373,673,189.0,109.8013718366623,0.6940526366233826
374,691,189.0,110.06475126345953,0.6681408286094666
375,763,357.0,110.34748775164286,0.6857290863990784
376,783,189.0,110.64346913496654,0.6119660139083862
377,641,210.0,110.91964872280757,0.6838072538375854
378,762,168.0,111.1937299489975,0.6519627571105957
379,658,189.0,111.46740187803904,0.6948615312576294
380,1035,378.0,111.84816252787908,0.7228560447692871
381,745,273.0,112.24617675940196,0.7273277044296265
382,932,399.0,112.59285346269607,0.7747048139572144
383,756,252.0,112.95363328456878,0.7843196988105774
384,731,252.0,113.25079543590546,0.7702304124832153
385,851,252.0,113.58373984893163,0.7401010394096375
386,592,231.0,113.88624646266301,0.8066056966781616
387,824,210.0,114.1663361509641,0.7092337608337402
388,847,315.0,114.49615764220556,0.7333402633666992
389,691,210.0,114.79784857829412,0.680894136428833
390,834,273.0,115.09246950149536,0.7154249548912048
391,604,210.0,115.37626665035883,0.7036807537078857
392,725,294.0,115.63231374820073,0.7449039220809937
393,894,378.0,115.97943666378657,0.7117869257926941
394,871,294.0,116.3488631049792,0.6867082715034485
395,954,294.0,116.73718030452729,0.6763125061988831
396,790,168.0,117.0981616894404,0.6567396521568298
397,811,357.0,117.42611198822657,0.6963407397270203
398,863,252.0,117.76255851984024,0.6372568011283875
399,769,189.0,118.08823738098144,0.6323690414428711
400,722,189.0,118.38111718098322,0.6277946829795837
401,865,273.0,118.70393782059351,0.647101104259491
402,901,189.0,119.08307876586915,0.5954136252403259
403,697,294.0,119.43450921376547,0.6995679140090942
404,672,189.0,119.69741212129593,0.6449830532073975
405,883,252.0,120.00550207297007,0.6975415349006653
406,694,252.0,120.33599642515182,0.7162843346595764
407,748,294.0,120.61782564719518,0.7452189922332764
408,589,168.0,120.87935928901037,0.710116982460022
409,669,147.0,121.12345283428827,0.6947036385536194
410,842,294.0,121.41704786618551,0.7654268145561218
411,838,210.0,121.76033461888632,0.7279703617095947
412,768,252.0,122.07546492020289,0.7295600771903992
413,881,315.0,122.40832266012828,0.7510703802108765
414,563,231.0,122.70740235249201,0.736115574836731
415,781,189.0,122.9748830238978,0.6952241659164429
416,792,252.0,123.29230589469275,0.7262448668479919
417,822,252.0,123.60580031871795,0.7003154754638672
418,641,189.0,123.89661354621252,0.6985251903533936
419,941,294.0,124.22213102181753,0.7122583389282227
420,773,231.0,124.57779760360718,0.6792087554931641
421,615,231.0,124.84759400288264,0.7029317021369934
422,1007,378.0,125.19860351085663,0.7291339039802551
423,673,210.0,125.5513612151146,0.698877215385437
424,807,252.0,125.84068408409755,0.6868262887001038
425,874,210.0,126.16912779808044,0.6483291983604431
426,901,378.0,126.53008449077606,0.6807292103767395
427,835,378.0,126.87828265031179,0.6887032985687256
428,469,147.0,127.14348849058152,0.6335868239402771
429,992,357.0,127.47154223918915,0.6744977831840515
430,1070,336.0,127.93573427597681,0.6822794675827026
431,756,231.0,128.3447276631991,0.7027106881141663
432,764,210.0,128.64087255001067,0.6566867232322693
433,775,189.0,128.93802874088288,0.6533867716789246
434,766,189.0,129.25012185573578,0.688306987285614
435,930,294.0,129.58852823972703,0.7387583255767822
436,967,231.0,130.00150262117387,0.6895017027854919
437,680,189.0,130.35182478030524,0.7276204824447632
438,832,378.0,130.64293001492817,0.7901913523674011
439,769,231.0,130.95249852339427,0.7557001709938049
440,856,399.0,131.27611165046693,0.7904514074325562
441,630,252.0,131.58224874337515,0.7639720439910889
442,609,315.0,131.82634898821513,0.8175901770591736
443,840,231.0,132.11449012756347,0.7145615220069885
444,732,168.0,132.4246297955513,0.72034752368927
445,767,189.0,132.7154583732287,0.6777911186218262
446,480,147.0,132.9629050731659,0.7015285491943359
447,563,231.0,133.16576519409816,0.7288152575492859
448,648,210.0,133.39501464764277,0.7252756953239441
449,839,336.0,133.6810664017995,0.7321918606758118
450,884,252.0,134.03387384017307,0.6952013373374939
451,754,168.0,134.36833266814548,0.6831732988357544
452,753,252.0,134.66240607500077,0.7136430144309998
453,676,168.0,134.94061422348022,0.7144035696983337
454,868,357.0,135.2514537771543,0.765150785446167
455,661,189.0,135.56164697011312,0.7363405823707581
456,614,189.0,135.8121970653534,0.7355448007583618
457,958,252.0,136.13861168225606,0.7019068598747253
458,1064,378.0,136.60652632315953,0.7135301232337952
459,552,168.0,136.96745777130127,0.7033619284629822
460,834,294.0,137.25126265684764,0.7204543948173523
461,928,294.0,137.60950610637664,0.7073845267295837
462,719,189.0,137.94832778374354,0.6817402243614197
463,687,231.0,138.23114546140036,0.7093958258628845
464,595,168.0,138.48071397542952,0.6984743475914001
465,626,189.0,138.71610960960388,0.6727242469787598
466,791,189.0,138.99026653369268,0.7066139578819275
467,787,210.0,139.30538748502732,0.7255488038063049
468,828,210.0,139.6191808660825,0.7146708369255066
469,639,231.0,139.92174292008082,0.7556167840957642
470,825,168.0,140.2183543284734,0.7029048800468445
471,879,273.0,140.58566377162933,0.759941041469574
472,831,189.0,140.93926019271214,0.7275843024253845
473,644,252.0,141.23953449726105,0.7852007150650024
474,913,273.0,141.5542102734248,0.737231433391571
475,706,273.0,141.89328187306722,0.7267968654632568
476,861,336.0,142.2101999084155,0.7257895469665527
477,648,189.0,142.5212400873502,0.7532088756561279
478,790,189.0,142.80492936372758,0.6856451630592346
479,825,252.0,143.12408022880555,0.700640857219696
480,708,273.0,143.4381218791008,0.7081706523895264
481,814,189.0,143.73457542260488,0.6826724410057068
482,737,252.0,144.04227159818012,0.7289326786994934
483,751,252.0,144.33731098572414,0.6909314393997192
484,767,231.0,144.63349484999975,0.6934322714805603
485,725,315.0,144.92613699436188,0.7217943668365479
486,691,189.0,145.20502746502558,0.6095935106277466
487,767,189.0,145.48694864908853,0.6539323925971985
488,617,189.0,145.75743373235068,0.7101418375968933
489,919,231.0,146.06849335432054,0.6435127258300781
490,673,189.0,146.4098571896553,0.705317497253418
491,553,189.0,146.64991068442663,0.7228518128395081
492,669,189.0,146.88895636399587,0.6436276435852051
493,845,210.0,147.19647835095722,0.6656715273857117
494,616,168.0,147.49121208588284,0.6608775854110718
495,915,336.0,147.79844731092453,0.7331840991973877
496,669,210.0,148.13151269753774,0.750105082988739
497,903,315.0,148.45408858458202,0.7381739616394043
498,880,252.0,148.82137788534163,0.7149850726127625
499,800,252.0,149.1936071475347,0.7030037045478821
500,472,168.0,149.44642845392227,0.7214127779006958
501,497,126.0,149.63251909414927,0.7480342388153076
502,846,252.0,149.89282759428025,0.7338799238204956
503,598,168.0,150.18329328695933,0.7509211897850037
504,888,399.0,150.49278715451558,0.7487282752990723
505,797,189.0,150.8378159244855,0.6701910495758057
506,962,399.0,151.22904957135518,0.7172662615776062
507,950,378.0,151.65634223620097,0.7300874590873718
508,967,357.0,152.07975314855577,0.7000914812088013
509,698,126.0,152.42801179091137,0.6199796199798584
510,766,168.0,152.71519803206127,0.6284379363059998
511,431,168.0,152.95400314331056,0.6881721019744873
512,764,168.0,153.1918241739273,0.6176486611366272
513,632,231.0,153.46985749801,0.6742955446243286
514,772,252.0,153.74312607049941,0.6912262439727783
515,838,252.0,154.06024637619655,0.6770648956298828
516,696,126.0,154.3674841841062,0.6653297543525696
517,936,273.0,154.69850687185922,0.698324978351593
518,591,168.0,155.02415111462275,0.7338550090789795
519,782,231.0,155.29760024547576,0.7042315006256104
520,756,189.0,155.59915717840195,0.7191054821014404
521,867,273.0,155.91682124535242,0.7298682332038879
522,914,252.0,156.28291949828466,0.6915044188499451
523,502,189.0,156.5708167274793,0.7508870363235474
524,479,189.0,156.7611584266027,0.7322157621383667
525,725,189.0,156.99750909805297,0.6803066730499268
526,443,168.0,157.23336692651114,0.7265129089355469
527,879,378.0,157.49732307195663,0.7183210253715515
528,838,252.0,157.83876357078552,0.6852360963821411
529,731,189.0,158.15627717971802,0.6704489588737488
530,819,357.0,158.46010711987813,0.7297327518463135
531,668,231.0,158.7514166633288,0.7073112726211548
532,742,189.0,159.02376665274303,0.6427013278007507
533,848,315.0,159.357239540418,0.687817394733429
534,717,231.0,159.67120296955108,0.663567066192627
535,695,210.0,159.94969806671142,0.6747697591781616
536,664,147.0,160.22561981280646,0.6528907418251038
537,873,294.0,160.53437763849894,0.6921780109405518
538,766,210.0,160.8741886973381,0.6815201640129089
539,693,147.0,161.1706844051679,0.6541701555252075
540,913,315.0,161.50580334266027,0.7021409273147583
541,763,189.0,161.85210574070612,0.6674357056617737
542,842,315.0,162.18073878685632,0.7061623930931091
543,632,189.0,162.47516228357952,0.6857652068138123
544,716,252.0,162.740582605203,0.7140666842460632
545,795,231.0,163.0385030309359,0.7241264581680298
546,815,315.0,163.36078048547108,0.7414447665214539
547,1010,378.0,163.7444210569064,0.7366270422935486
548,811,231.0,164.13992416063945,0.7273101806640625
549,623,168.0,164.43317915995917,0.7273719906806946
550,768,189.0,164.7056841611862,0.7017958760261536
551,637,210.0,164.9803590496381,0.7358561754226685
552,691,168.0,165.24418638944627,0.6932351589202881
553,890,336.0,165.5503783583641,0.7236087918281555
554,739,378.0,165.87975453535716,0.7208438515663147
555,768,189.0,166.17991870244344,0.6265280842781067
556,703,189.0,166.47024522622425,0.6476807594299316
557,440,126.0,166.6970770041148,0.6719563007354736
558,698,210.0,166.92144211133322,0.6619868874549866
